locality_name,gazetted_locality_name,vicnames_id,ufi,pfi,source
BO PEEP,BO PEEP,100411,829328737,205409564,Victoria Locality Boundary layer (MapServer/2)
BOBINAWARRAH,BOBINAWARRAH,100413,468965357,205408321,Victoria Locality Boundary layer (MapServer/2)
BOCHARA,BOCHARA,100414,788052908,205408563,Victoria Locality Boundary layer (MapServer/2)
BOGONG,BOGONG,100415,468965590,205408560,Victoria Locality Boundary layer (MapServer/2)
BOHO,BOHO,100416,550625615,205408202,Victoria Locality Boundary layer (MapServer/2)
BOHO SOUTH,BOHO SOUTH,100418,550625617,205408307,Victoria Locality Boundary layer (MapServer/2)
BOIGBEAT,BOIGBEAT,100419,468964863,205408091,Victoria Locality Boundary layer (MapServer/2)
BOINKA,BOINKA,100420,826549797,205407520,Victoria Locality Boundary layer (MapServer/2)
BOISDALE,BOISDALE,100421,468966696,205408271,Victoria Locality Boundary layer (MapServer/2)
BOLANGUM,BOLANGUM,100422,468965509,205409220,Victoria Locality Boundary layer (MapServer/2)
BOLINDA,BOLINDA,100423,521284807,205409263,Victoria Locality Boundary layer (MapServer/2)
BOLTON,BOLTON,100424,468964782,205407817,Victoria Locality Boundary layer (MapServer/2)
BOLWARRA,BOLWARRA,100425,795436782,205409435,Victoria Locality Boundary layer (MapServer/2)
BOLWARRAH,BOLWARRAH,100426,802469044,205409478,Victoria Locality Boundary layer (MapServer/2)
BONA VISTA,BONA VISTA,100427,872698159,205409722,Victoria Locality Boundary layer (MapServer/2)
BONANG,BONANG,100428,574189493,214485434,Victoria Locality Boundary layer (MapServer/2)
BONBEACH,BONBEACH,100429,720822393,205410241,Victoria Locality Boundary layer (MapServer/2)
BONEGILLA,BONEGILLA,100430,817075005,205408492,Victoria Locality Boundary layer (MapServer/2)
BONEO,BONEO,100431,776340617,205409092,Victoria Locality Boundary layer (MapServer/2)
BONN,BONN,100432,824742236,205408445,Victoria Locality Boundary layer (MapServer/2)
BONNIE BROOK,BONNIE BROOK,123258,791830792,425652792,Victoria Locality Boundary layer (MapServer/2)
BONNIE DOON,BONNIE DOON,100434,806917010,205407647,Victoria Locality Boundary layer (MapServer/2)
BONSHAW,BONSHAW,100435,829328770,205410210,Victoria Locality Boundary layer (MapServer/2)
BOOKAAR,BOOKAAR,100436,810305646,205407598,Victoria Locality Boundary layer (MapServer/2)
BOOLA,BOOLA,100437,808851366,205408355,Victoria Locality Boundary layer (MapServer/2)
BOOLARONG,BOOLARONG,100439,812374086,205409740,Victoria Locality Boundary layer (MapServer/2)
BOOLARRA,BOOLARRA,100440,812374044,205408907,Victoria Locality Boundary layer (MapServer/2)
BOOLARRA SOUTH,BOOLARRA SOUTH,100442,812374057,205408439,Victoria Locality Boundary layer (MapServer/2)
BOOLE POOLE,BOOLE POOLE,100444,853714340,205408114,Victoria Locality Boundary layer (MapServer/2)
BOOLITE,BOOLITE,100445,468965197,205408190,Victoria Locality Boundary layer (MapServer/2)
BOOMAHNOOMOONAH,BOOMAHNOOMOONAH,100446,468965057,205409136,Victoria Locality Boundary layer (MapServer/2)
BOONAH,BOONAH,100447,796758832,205408636,Victoria Locality Boundary layer (MapServer/2)
BOORCAN,BOORCAN,100448,810305659,205408534,Victoria Locality Boundary layer (MapServer/2)
BOORHAMAN,BOORHAMAN,100449,468965117,205408128,Victoria Locality Boundary layer (MapServer/2)
BOORHAMAN EAST,BOORHAMAN EAST,100450,468965090,205409127,Victoria Locality Boundary layer (MapServer/2)
BOORHAMAN NORTH,BOORHAMAN NORTH,100451,468965030,205408948,Victoria Locality Boundary layer (MapServer/2)
BOOROLITE,BOOROLITE,100452,468965845,205408340,Victoria Locality Boundary layer (MapServer/2)
BOOROOL,BOOROOL,100453,812374065,205409707,Victoria Locality Boundary layer (MapServer/2)
BOORT,BOORT,100454,835229199,205407541,Victoria Locality Boundary layer (MapServer/2)
BOOSEY,BOOSEY,100455,838124769,205408761,Victoria Locality Boundary layer (MapServer/2)
BORALMA,BORALMA,100456,468965134,205408979,Victoria Locality Boundary layer (MapServer/2)
BORNES HILL,BORNES HILL,100457,788052888,205407570,Victoria Locality Boundary layer (MapServer/2)
BORONIA,BORONIA,100458,820278129,205409801,Victoria Locality Boundary layer (MapServer/2)
BORUNG,BORUNG,100459,468965165,205407923,Victoria Locality Boundary layer (MapServer/2)
BOSTOCKS CREEK,BOSTOCKS CREEK,100460,810305670,205409350,Victoria Locality Boundary layer (MapServer/2)
BOTANIC RIDGE,BOTANIC RIDGE,103704,752636323,212811750,Victoria Locality Boundary layer (MapServer/2)
BOUNDARY BEND,BOUNDARY BEND,100461,468964769,205407715,Victoria Locality Boundary layer (MapServer/2)
BOWENVALE,BOWENVALE,100462,843399950,205409578,Victoria Locality Boundary layer (MapServer/2)
BOWEYA,BOWEYA,100463,468965167,205408843,Victoria Locality Boundary layer (MapServer/2)
BOWEYA NORTH,BOWEYA NORTH,100465,468965136,205409249,Victoria Locality Boundary layer (MapServer/2)
BOWMANS FOREST,BOWMANS FOREST,100466,569187644,205408592,Victoria Locality Boundary layer (MapServer/2)
BOWSER,BOWSER,100467,821620743,205410066,Victoria Locality Boundary layer (MapServer/2)
BOX HILL,BOX HILL,100468,746966702,205410187,Victoria Locality Boundary layer (MapServer/2)
BOX HILL NORTH,BOX HILL NORTH,100469,856969692,205410156,Victoria Locality Boundary layer (MapServer/2)
BOX HILL SOUTH,BOX HILL SOUTH,100470,746966705,205410191,Victoria Locality Boundary layer (MapServer/2)
BOXWOOD,BOXWOOD,100472,815858131,205409316,Victoria Locality Boundary layer (MapServer/2)
BRADFORD,BRADFORD,100473,824742317,205409185,Victoria Locality Boundary layer (MapServer/2)
BRADVALE,BRADVALE,100474,810305629,205408063,Victoria Locality Boundary layer (MapServer/2)
BRAESIDE,BRAESIDE,100475,761136268,205409938,Victoria Locality Boundary layer (MapServer/2)
BRANDY CREEK,BRANDY CREEK,100476,852450340,205410063,Victoria Locality Boundary layer (MapServer/2)
BRANXHOLME,BRANXHOLME,100478,795436753,205407519,Victoria Locality Boundary layer (MapServer/2)
BRAVINGTON,BRAVINGTON,100479,808851379,205410369,Victoria Locality Boundary layer (MapServer/2)
BRAYBROOK,BRAYBROOK,100480,857371261,205410123,Victoria Locality Boundary layer (MapServer/2)
BREAKAWAY CREEK,BREAKAWAY CREEK,100481,798567209,205408505,Victoria Locality Boundary layer (MapServer/2)
BREAKWATER,BREAKWATER,100483,728238643,205410218,Victoria Locality Boundary layer (MapServer/2)
BREAMLEA,BREAMLEA,100484,796758822,205410240,Victoria Locality Boundary layer (MapServer/2)
BRENANAH,BRENANAH,100486,835229231,205408137,Victoria Locality Boundary layer (MapServer/2)
BREWSTER,BREWSTER,100487,835229279,205408651,Victoria Locality Boundary layer (MapServer/2)
BRIAGOLONG,BRIAGOLONG,100488,468966529,205407697,Victoria Locality Boundary layer (MapServer/2)
BRIAR HILL,BRIAR HILL,100489,875319015,205410339,Victoria Locality Boundary layer (MapServer/2)
BRIDGE CREEK,BRIDGE CREEK,100491,541553485,205407868,Victoria Locality Boundary layer (MapServer/2)
BRIDGEWATER,BRIDGEWATER,100492,835229236,205407905,Victoria Locality Boundary layer (MapServer/2)
BRIDGEWATER NORTH,BRIDGEWATER NORTH,100493,468965380,205408279,Victoria Locality Boundary layer (MapServer/2)
BRIDGEWATER ON LODDON,BRIDGEWATER ON LODDON,100494,835229238,205410275,Victoria Locality Boundary layer (MapServer/2)
BRIGHT,BRIGHT,100495,847360193,205407847,Victoria Locality Boundary layer (MapServer/2)
BRIGHTON,BRIGHTON,100496,830094933,205409918,Victoria Locality Boundary layer (MapServer/2)
BRIGHTON EAST,BRIGHTON EAST,100497,739400818,205410043,Victoria Locality Boundary layer (MapServer/2)
BRIM,BRIM,100499,509875196,205407546,Victoria Locality Boundary layer (MapServer/2)
BRIMBOAL,BRIMBOAL,100500,795436727,205409275,Victoria Locality Boundary layer (MapServer/2)
BRIMIN,BRIMIN,100501,468965000,205408519,Victoria Locality Boundary layer (MapServer/2)
BRIMPAEN,BRIMPAEN,100502,840422613,205407557,Victoria Locality Boundary layer (MapServer/2)
BRINGALBERT,BRINGALBERT,100504,468965603,205407997,Victoria Locality Boundary layer (MapServer/2)
BRIT BRIT,BRIT BRIT,100505,788052876,205408151,Victoria Locality Boundary layer (MapServer/2)
BROADFORD,BROADFORD,100506,814063490,205408017,Victoria Locality Boundary layer (MapServer/2)
BROADLANDS,BROADLANDS,100507,853633158,205409500,Victoria Locality Boundary layer (MapServer/2)
BROADMEADOWS,BROADMEADOWS,100508,782291778,205409926,Victoria Locality Boundary layer (MapServer/2)
BROADWATER,BROADWATER,100509,798567218,205408272,Victoria Locality Boundary layer (MapServer/2)
BRODRIBB RIVER,BRODRIBB RIVER,100510,561408938,205408292,Victoria Locality Boundary layer (MapServer/2)
BROKEN CREEK,BROKEN CREEK,100511,535917844,205409444,Victoria Locality Boundary layer (MapServer/2)
BROMLEY,BROMLEY,100512,843399941,205409580,Victoria Locality Boundary layer (MapServer/2)
BROOKFIELD,BROOKFIELD,100513,857413524,205409826,Victoria Locality Boundary layer (MapServer/2)
BROOKLYN,BROOKLYN,100515,772162549,205410052,Victoria Locality Boundary layer (MapServer/2)
BROOKVILLE,BROOKVILLE,100516,468966020,205407661,Victoria Locality Boundary layer (MapServer/2)
BROOMFIELD,BROOMFIELD,100517,831486738,205409891,Victoria Locality Boundary layer (MapServer/2)
BROUGHTON,BROUGHTON,100518,468965044,205407744,Victoria Locality Boundary layer (MapServer/2)
BROWN HILL,BROWN HILL,100520,829328743,205409976,Victoria Locality Boundary layer (MapServer/2)
BROWNS PLAINS,BROWNS PLAINS,100521,842441921,205408652,Victoria Locality Boundary layer (MapServer/2)
BRUARONG,BRUARONG,100522,468965279,205408853,Victoria Locality Boundary layer (MapServer/2)
BRUCKNELL,BRUCKNELL,100523,810305698,205409039,Victoria Locality Boundary layer (MapServer/2)
BRUMBY,BRUMBY,100525,468965695,205407436,Victoria Locality Boundary layer (MapServer/2)
BRUNSWICK,BRUNSWICK,100526,858988769,205410088,Victoria Locality Boundary layer (MapServer/2)
BRUNSWICK EAST,BRUNSWICK EAST,100527,777758955,205410278,Victoria Locality Boundary layer (MapServer/2)
BRUNSWICK WEST,BRUNSWICK WEST,100528,858988768,205410211,Victoria Locality Boundary layer (MapServer/2)
BRUTHEN,BRUTHEN,100529,836975014,205408396,Victoria Locality Boundary layer (MapServer/2)
BUANGOR,BUANGOR,100530,835229268,205407815,Victoria Locality Boundary layer (MapServer/2)
BUCHAN,BUCHAN,100532,836975004,205407458,Victoria Locality Boundary layer (MapServer/2)
BUCHAN SOUTH,BUCHAN SOUTH,100533,836975007,205407457,Victoria Locality Boundary layer (MapServer/2)
BUCKLAND,BUCKLAND,100534,498522645,205407473,Victoria Locality Boundary layer (MapServer/2)
BUCKLEY,BUCKLEY,100535,796758808,205408545,Victoria Locality Boundary layer (MapServer/2)
BUCKLEY SWAMP,BUCKLEY SWAMP,100536,788052927,205409196,Victoria Locality Boundary layer (MapServer/2)
BUCKRABANYULE,BUCKRABANYULE,100537,847360173,205407748,Victoria Locality Boundary layer (MapServer/2)
BUDGEE BUDGEE,BUDGEE BUDGEE,100539,468966229,205408303,Victoria Locality Boundary layer (MapServer/2)
BUDGEREE,BUDGEREE,100540,800701854,205408810,Victoria Locality Boundary layer (MapServer/2)
BUDGERUM EAST,BUDGERUM EAST,100541,468964896,205409562,Victoria Locality Boundary layer (MapServer/2)
BUFFALO,BUFFALO,100542,812374103,205407988,Victoria Locality Boundary layer (MapServer/2)
BUFFALO RIVER,BUFFALO RIVER,100543,847360191,205408211,Victoria Locality Boundary layer (MapServer/2)
BULART,BULART,100544,788052891,205407679,Victoria Locality Boundary layer (MapServer/2)
BULDAH,BULDAH,100545,468965892,205407599,Victoria Locality Boundary layer (MapServer/2)
BULGA,BULGA,100546,468964825,205408497,Victoria Locality Boundary layer (MapServer/2)
BULGANA,BULGANA,100547,468965837,205408131,Victoria Locality Boundary layer (MapServer/2)
BULLA,BULLA,100548,782291766,205409055,Victoria Locality Boundary layer (MapServer/2)
BULLAHARRE,BULLAHARRE,100549,810305685,205409978,Victoria Locality Boundary layer (MapServer/2)
BULLAROOK,BULLAROOK,100551,831486764,205409425,Victoria Locality Boundary layer (MapServer/2)
BULLARTO,BULLARTO,100552,831486734,205409618,Victoria Locality Boundary layer (MapServer/2)
BULLARTO SOUTH,BULLARTO SOUTH,100553,831486749,205409386,Victoria Locality Boundary layer (MapServer/2)
BULLEEN,BULLEEN,100555,857596572,205410009,Victoria Locality Boundary layer (MapServer/2)
BULLENGAROOK,BULLENGAROOK,100556,839445916,205408372,Victoria Locality Boundary layer (MapServer/2)
BULLIOH,BULLIOH,100557,468965068,205408280,Victoria Locality Boundary layer (MapServer/2)
BULLUMWAAL,BULLUMWAAL,100558,468966343,205407982,Victoria Locality Boundary layer (MapServer/2)
BULN BULN,BULN BULN,100559,808851376,205409523,Victoria Locality Boundary layer (MapServer/2)
BULN BULN EAST,BULN BULN EAST,100560,808851369,205409337,Victoria Locality Boundary layer (MapServer/2)
BUMBERRAH,BUMBERRAH,100561,836975034,205410169,Victoria Locality Boundary layer (MapServer/2)
BUNBARTHA,BUNBARTHA,100562,815858115,205408436,Victoria Locality Boundary layer (MapServer/2)
BUNDALAGUAH,BUNDALAGUAH,100563,543035750,205409222,Victoria Locality Boundary layer (MapServer/2)
BUNDALONG,BUNDALONG,100564,468964996,205408430,Victoria Locality Boundary layer (MapServer/2)
BUNDALONG SOUTH,BUNDALONG SOUTH,100565,468965036,205409152,Victoria Locality Boundary layer (MapServer/2)
BUNDARA,BUNDARA,100566,468965708,205407921,Victoria Locality Boundary layer (MapServer/2)
BUNDING,BUNDING,100567,802469047,205409382,Victoria Locality Boundary layer (MapServer/2)
BUNDOORA,BUNDOORA,100568,857596564,205409609,Victoria Locality Boundary layer (MapServer/2)
BUNG BONG,BUNG BONG,100571,468965804,205408289,Victoria Locality Boundary layer (MapServer/2)
BUNGADOR,BUNGADOR,100573,810305694,205409025,Victoria Locality Boundary layer (MapServer/2)
BUNGAL,BUNGAL,100574,802469077,205408673,Victoria Locality Boundary layer (MapServer/2)
BUNGALALLY,BUNGALALLY,100575,830094931,205408195,Victoria Locality Boundary layer (MapServer/2)
BUNGAREE,BUNGAREE,100576,802469052,205409352,Victoria Locality Boundary layer (MapServer/2)
BUNGEET,BUNGEET,100577,468965179,205409535,Victoria Locality Boundary layer (MapServer/2)
BUNGEET WEST,BUNGEET WEST,100578,468965217,205408737,Victoria Locality Boundary layer (MapServer/2)
BUNGIL,BUNGIL,100579,468965005,205408099,Victoria Locality Boundary layer (MapServer/2)
BUNGULUKE,BUNGULUKE,100580,847360164,205407981,Victoria Locality Boundary layer (MapServer/2)
BUNINYONG,BUNINYONG,100581,829328775,205409317,Victoria Locality Boundary layer (MapServer/2)
BUNKERS HILL,BUNKERS HILL,100583,829328757,205409763,Victoria Locality Boundary layer (MapServer/2)
BUNYIP,BUNYIP,100584,808851377,205409371,Victoria Locality Boundary layer (MapServer/2)
BUNYIP NORTH,BUNYIP NORTH,100585,763860801,205409612,Victoria Locality Boundary layer (MapServer/2)
BURAGWONDUC,BURAGWONDUC,100586,468966152,205407782,Victoria Locality Boundary layer (MapServer/2)
BURKES BRIDGE,BURKES BRIDGE,100587,468964915,205409133,Victoria Locality Boundary layer (MapServer/2)
BURKES FLAT,BURKES FLAT,100588,835229239,205408881,Victoria Locality Boundary layer (MapServer/2)
BURNBANK,BURNBANK,100589,468965926,205408797,Victoria Locality Boundary layer (MapServer/2)
BURNEWANG,BURNEWANG,100590,824742241,205409165,Victoria Locality Boundary layer (MapServer/2)
BURNLEY,BURNLEY,100591,857596581,205410353,Victoria Locality Boundary layer (MapServer/2)
BURNSIDE,BURNSIDE,100592,791830813,205410079,Victoria Locality Boundary layer (MapServer/2)
BURNSIDE HEIGHTS,BURNSIDE HEIGHTS,100593,791830810,205745570,Victoria Locality Boundary layer (MapServer/2)
BURRAMBOOT,BURRAMBOOT,100594,468965366,206411701,Victoria Locality Boundary layer (MapServer/2)
BURRAMINE,BURRAMINE,100595,838124768,205408014,Victoria Locality Boundary layer (MapServer/2)
BURRAMINE SOUTH,BURRAMINE SOUTH,100596,468965017,205408748,Victoria Locality Boundary layer (MapServer/2)
BURROWYE,BURROWYE,100597,543035744,205408318,Victoria Locality Boundary layer (MapServer/2)
BURRUMBEET,BURRUMBEET,100598,835229278,205408175,Victoria Locality Boundary layer (MapServer/2)
BURWOOD,BURWOOD,100601,873205679,205410028,Victoria Locality Boundary layer (MapServer/2)
BURWOOD EAST,BURWOOD EAST,100602,875096157,205410131,Victoria Locality Boundary layer (MapServer/2)
BUSHFIELD,BUSHFIELD,100604,798567256,205409843,Victoria Locality Boundary layer (MapServer/2)
BUSHY PARK,BUSHY PARK,100605,468966764,205409552,Victoria Locality Boundary layer (MapServer/2)
BUTCHERS RIDGE,BUTCHERS RIDGE,100606,468965968,205409123,Victoria Locality Boundary layer (MapServer/2)
BUXTON,BUXTON,100607,806917052,205408521,Victoria Locality Boundary layer (MapServer/2)
BYADUK,BYADUK,100610,798567201,205407917,Victoria Locality Boundary layer (MapServer/2)
BYADUK NORTH,BYADUK NORTH,100611,795436756,205407889,Victoria Locality Boundary layer (MapServer/2)
BYAWATHA,BYAWATHA,100612,821620739,205408125,Victoria Locality Boundary layer (MapServer/2)
BYLANDS,BYLANDS,100614,814063509,205408901,Victoria Locality Boundary layer (MapServer/2)
BYRNESIDE,BYRNESIDE,100615,815858153,205409101,Victoria Locality Boundary layer (MapServer/2)
CABARITA,CABARITA,100616,826549774,205410057,Victoria Locality Boundary layer (MapServer/2)
CABBAGE TREE,CABBAGE TREE,100617,831486759,205409856,Victoria Locality Boundary layer (MapServer/2)
CABBAGE TREE CREEK,CABBAGE TREE CREEK,100618,561408937,205407508,Victoria Locality Boundary layer (MapServer/2)
CADELLO,CADELLO,100619,839445905,205409981,Victoria Locality Boundary layer (MapServer/2)
CAIRNLEA,CAIRNLEA,100620,697028430,205410115,Victoria Locality Boundary layer (MapServer/2)
CALDER PARK,CALDER PARK,100621,791830788,205410247,Victoria Locality Boundary layer (MapServer/2)
CALDERMEADE,CALDERMEADE,100622,763860826,205408876,Victoria Locality Boundary layer (MapServer/2)
CALIFORNIA GULLY,CALIFORNIA GULLY,100623,824742277,205410170,Victoria Locality Boundary layer (MapServer/2)
CALIVIL,CALIVIL,100624,517949154,205407821,Victoria Locality Boundary layer (MapServer/2)
CALLAWADDA,CALLAWADDA,100625,468965583,205407824,Victoria Locality Boundary layer (MapServer/2)
CALLIGNEE,CALLIGNEE,100626,837408056,205408864,Victoria Locality Boundary layer (MapServer/2)
CALLIGNEE NORTH,CALLIGNEE NORTH,100627,837408057,205409169,Victoria Locality Boundary layer (MapServer/2)
CALLIGNEE SOUTH,CALLIGNEE SOUTH,100628,800701850,208040037,Victoria Locality Boundary layer (MapServer/2)
CALROSSIE,CALROSSIE,100629,832994360,205410010,Victoria Locality Boundary layer (MapServer/2)
CALULU,CALULU,100630,836975028,205409312,Victoria Locality Boundary layer (MapServer/2)
CAMBARVILLE,CAMBARVILLE,100631,820278074,205407469,Victoria Locality Boundary layer (MapServer/2)
CAMBERWELL,CAMBERWELL,100632,875096154,205409959,Victoria Locality Boundary layer (MapServer/2)
CAMBRIAN HILL,CAMBRIAN HILL,100633,829328774,205409832,Victoria Locality Boundary layer (MapServer/2)
CAMPBELLFIELD,CAMPBELLFIELD,100634,857596561,205409758,Victoria Locality Boundary layer (MapServer/2)
CAMPBELLS BRIDGE,CAMPBELLS BRIDGE,100635,840422605,205408065,Victoria Locality Boundary layer (MapServer/2)
CAMPBELLS CREEK,CAMPBELLS CREEK,100636,841274374,205409370,Victoria Locality Boundary layer (MapServer/2)
CAMPBELLS FOREST,CAMPBELLS FOREST,100637,824742250,205408480,Victoria Locality Boundary layer (MapServer/2)
CAMPBELLTOWN,CAMPBELLTOWN,100639,468965907,205408364,Victoria Locality Boundary layer (MapServer/2)
CAMPERDOWN,CAMPERDOWN,100641,810305661,205408346,Victoria Locality Boundary layer (MapServer/2)
CANADIAN,CANADIAN,100642,829328764,205409956,Victoria Locality Boundary layer (MapServer/2)
CANARY ISLAND,CANARY ISLAND,100643,468964969,205408593,Victoria Locality Boundary layer (MapServer/2)
CANIAMBO,CANIAMBO,100644,815858160,205408057,Victoria Locality Boundary layer (MapServer/2)
CANN RIVER,CANN RIVER,100645,547414602,205407965,Victoria Locality Boundary layer (MapServer/2)
CANNIE,CANNIE,100646,468964892,205407910,Victoria Locality Boundary layer (MapServer/2)
CANNONS CREEK,CANNONS CREEK,100647,752636332,205409940,Victoria Locality Boundary layer (MapServer/2)
CANNUM,CANNUM,100648,468965133,205407873,Victoria Locality Boundary layer (MapServer/2)
CANTERBURY,CANTERBURY,100649,736755537,205410215,Victoria Locality Boundary layer (MapServer/2)
